company,RIC,ISIN,GICS_sector,TRBC_sector,country,base_ric,industry
Metromile Ord Shs,MILE.OQ^G22,US5916971071,Financials/Insurance/Insurance/Property & Casualty Insurance,Property & Casualty Insurance (NEC),United States,MILE.OQ^G22,Financials
Linamar Corp,LNR.TO,CA53278L1076,Consumer Discretionary/Automobiles & Components/Automobile Components/Automotive Parts & Equipment,Automotive Body Parts,Canada,LNR.TO,Consumer Discretionary
Brambles Ltd,BXB.AX,AU000000BXB1,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Diversified Support Services,Wood Container & Packaging,Australia,BXB.AX,Industrials
Neinor Homes SA,HOME.MC,ES0105251005,Consumer Discretionary/Consumer Durables & Apparel/Household Durables/Homebuilding,Residential Real Estate Rental & Development,Spain,HOME.MC,Consumer Discretionary
Abu Dhabi National Energy Company PJSC,TAQA.AD,AEA002401015,Utilities/Utilities/Multi-Utilities/Multi-Utilities,Multiline Utilities,United Arab Emirates,TAQA.AD,Utilities
Frontline Plc,FRO.N,CY0200352116,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Storage & Transportation",Sea-Borne Tankers,Cyprus,FRO.N,Energy
interCLICK Ord Shs,ICLK.OQ^L11,US4584832038,Industrials/Commercial & Professional Services/Professional Services/Research & Consulting Services,Business Support Services (NEC),United States,ICLK.OQ^L11,Industrials
Pernix Therapeutics Holdings Ord Shs,PTXTQ.PK^F19,US71426V3069,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United States,PTXTQ.PK^F19,Health Care
Atlantic Sapphire ASA,ASA.OL,NO0013464750,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Packaged Foods & Meats",Aquaculture,Norway,ASA.OL,Consumer Staples
KEN Holdings Bhd,KENH.KL,MYL7323OO008,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Development,"Real Estate Rental, Development & Operations (NEC)",Malaysia,KENH.KL,Real Estate
Primo Brands Corp,PRMB.N,US7416231022,"Consumer Staples/Food, Beverage & Tobacco/Beverages/Soft Drinks & Non-alcoholic Beverages",Non-Alcoholic Beverages (NEC),United States,PRMB.N,Consumer Staples
BKV Corp,BKV.N,US05603J1088,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United States,BKV.N,Energy
Oddity Tech Ltd,ODD.OQ,IL0011974909,Consumer Staples/Household & Personal Products/Personal Care Products/Personal Care Products,Cosmetics & Perfumes,Israel,ODD.OQ,Consumer Staples
Alliance Oil Company SDR,AOILsdb.ST^L13,SE0000739286,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Refining & Marketing",Oil & Gas Refining and Marketing (NEC),Bermuda,AOILsdb.ST^L13,Energy
Haleon PLC,HLN.L,GB00BMX86B70,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United Kingdom,HLN.L,Health Care
Industria de Diseno Textil SA,ITX.MC,ES0148396007,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Apparel Retail,Apparel & Accessories Retailers (NEC),Spain,ITX.MC,Consumer Discretionary
Serco Group PLC,SRP.L,GB0007973794,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Environmental & Facilities Services,Business Support Services (NEC),United Kingdom,SRP.L,Industrials
Senior PLC,SNR.L,GB0007958233,Industrials/Capital Goods/Aerospace & Defense/Aerospace & Defense,Aircraft Parts Manufacturing,United Kingdom,SNR.L,Industrials
Amadeus Fire AG,AMDG.DE,DE0005093108,Industrials/Commercial & Professional Services/Professional Services/Human Resource & Employment Services,Employment Services (NEC),Germany,AMDG.DE,Industrials
Barloworld Ltd,BAWJ.J,ZAE000026639,Industrials/Capital Goods/Trading Companies & Distributors/Trading Companies & Distributors,Heavy Machinery & Vehicles Wholesale,South Africa,BAWJ.J,Industrials
Guess? Inc,GES.N,US4016171054,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Apparel Retail,Apparel & Accessories Retailers (NEC),Switzerland,GES.N,Consumer Discretionary
Kindred Group SDR,KINDsdb.ST^K24,SE0007871645,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Casinos & Gaming",Casinos & Gaming (NEC),Malta,KINDsdb.ST^K24,Consumer Discretionary
Alvopetro Energy Ltd,ALV.V,CA02255Q2099,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Natural Gas Exploration & Production - Onshore,Canada,ALV.V,Energy
Senzime AB (publ),SEZI.ST,SE0002478776,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,"Medical Equipment, Supplies & Distribution (NEC)",Sweden,SEZI.ST,Health Care
Kindercare Learning Companies Inc,KLC.N,US49456W1053,Consumer Discretionary/Consumer Services/Diversified Consumer Services/Education Services,Child Care & Family Services,United States,KLC.N,Consumer Discretionary
Olympic Steel Inc,ZEUS.OQ,US68162K1060,Materials/Materials/Metals & Mining/Steel,Iron & Steel (NEC),United States,ZEUS.OQ,Materials
Douyu International Holdings Ltd,DOYU.OQ,US25985W2044,Communication Services/Media & Entertainment/Entertainment/Interactive Home Entertainment,Online Services (NEC),China (Mainland),DOYU.OQ,Communication Services
Select Interior Concepts Ord Shs Class A,SIC.OQ^J21,US8161203075,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Home Improvement Retail,Builder Merchants,United States,SIC.OQ^J21,Consumer Discretionary
IDBI Bank Ltd,IDBI.NS,INE008A01015,Financials/Banks/Banks/Diversified Banks,Corporate Banks,India,IDBI.NS,Financials
Gujarat State Fertilizers & Chemicals Ltd,GSFC.NS,INE026A01025,Materials/Materials/Chemicals/Fertilizers & Agricultural Chemicals,Fertilizers,India,GSFC.NS,Materials
Earlypay Ltd,EPY.AX,AU0000119570,Financials/Financial Services/Financial Services/Specialized Finance,Corporate Financial Services (NEC),Australia,EPY.AX,Financials
Brixmor Property Group Inc,BRX.N,US11120U1051,Real Estate/Equity Real Estate Investment Trusts (REITs)/Retail REITs/Retail REITs,Retail REITs,United States,BRX.N,Real Estate
Randgold Resources Ord Shs,RRS.L^A19,GB00B01C3S32,Materials/Materials/Metals & Mining/Gold,Gold (NEC),Jersey,RRS.L^A19,Materials
Misys Ord Shs,MSY.L^F12,GB00B45TWN62,Information Technology/Software & Services/Software/Application Software,Application Software,United Kingdom,MSY.L^F12,Information Technology
Sapient Ord Shs,SAPE.OQ^B15,US8030621085,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),United States,SAPE.OQ^B15,Information Technology
Introgen Therapeutics Ord Shs,INGNQ.PK^I14,US46119F1075,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Bio Therapeutic Drugs,United States,INGNQ.PK^I14,Health Care
BAE Systems PLC,BAES.L,GB0002634946,Industrials/Capital Goods/Aerospace & Defense/Aerospace & Defense,Aerospace & Defense (NEC),United Kingdom,BAES.L,Industrials
SFC Energy AG,F3CG.DE,DE0007568578,Industrials/Capital Goods/Electrical Equipment/Electrical Components & Equipment,Stationary Fuel Cells,Germany,F3CG.DE,Industrials
Azure Power Global Ltd,AZREF.PK,MU0527S00004,Utilities/Utilities/Independent Power and Renewable Electricity Producers/Renewable Electricity,Solar Electric Utilities,India,AZREF.PK,Utilities
JSE Ltd,JSEJ.J,ZAE000079711,Financials/Financial Services/Capital Markets/Financial Exchanges & Data,Securities & Commodity Exchanges,South Africa,JSEJ.J,Financials
AMC Entertainment Holdings Inc,AMC.N,US00165C3025,Communication Services/Media & Entertainment/Entertainment/Movies & Entertainment,Movie Theaters & Movie Products,United States,AMC.N,Communication Services
Graham Packaging Ord Shs,GRM.N^I11,US3847011083,"Materials/Materials/Containers & Packaging/Metal, Glass & Plastic Containers",Plastic Containers & Packaging,United States,GRM.N^I11,Materials
Central Asia Metals PLC,CAML.L,GB00B67KBV28,Materials/Materials/Metals & Mining/Copper,Copper Ore Mining,United Kingdom,CAML.L,Materials
LendLease Group,LLC.AX,AU000000LLC3,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Diversified Real Estate Activities,"Real Estate Rental, Development & Operations (NEC)",Australia,LLC.AX,Real Estate
Marisa Lojas SA,AMAR3.SA,BRAMARACNOR4,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Apparel Retail,Department Stores (NEC),Brazil,AMAR3.SA,Consumer Discretionary
Stealth Group Holdings Ltd,SGI.AX,AU0000022238,Industrials/Capital Goods/Trading Companies & Distributors/Trading Companies & Distributors,Diversified Industrial Goods Wholesale,Australia,SGI.AX,Industrials
Lilium NV,LILMF.PK,NL0015000F41,Industrials/Capital Goods/Aerospace & Defense/Aerospace & Defense,Commercial Aircraft Manufacturing,Germany,LILMF.PK,Industrials
Perficient Ord Shs,PRFT.OQ^J24,US71375U1016,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),United States,PRFT.OQ^J24,Information Technology
APPROACH RES Ord Shs,AREXQ.PK^L20,US03834A1034,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United States,AREXQ.PK^L20,Energy
NephroGenex Ord Shs,NRXGQ.PK^E17,US6406671015,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Bio Therapeutic Drugs,United States,NRXGQ.PK^E17,Health Care
Comfort Systems USA Inc,FIX.N,US1999081045,Industrials/Capital Goods/Construction & Engineering/Construction & Engineering,Construction & Engineering (NEC),United States,FIX.N,Industrials
Guaranty Bancshares Inc,GNTY.N,US4007641065,Financials/Banks/Banks/Regional Banks,Corporate Banks,United States,GNTY.N,Financials
Nimble Storage Ord Shs,NMBL.K^D17,US65440R1014,"Information Technology/Technology Hardware & Equipment/Technology Hardware, Storage & Peripherals/Technology Hardware, Storage & Peripherals",Storage Devices,United States,NMBL.K^D17,Information Technology
Compellent Technologies Ord Shs,CML.N^B11,US20452A1088,Information Technology/Software & Services/Software/Application Software,Enterprise Software,United States,CML.N^B11,Information Technology
Xerium Technologies Ord Shs,XRM.N^J18,US98416J1189,"Consumer Discretionary/Consumer Durables & Apparel/Textiles, Apparel & Luxury Goods/Textiles",Textiles & Leather Goods (NEC),United States,XRM.N^J18,Consumer Discretionary
Codere Ord Shs,CDRE.MC^E22,ES0119256032,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Casinos & Gaming",Casinos & Gaming (NEC),Spain,CDRE.MC^E22,Consumer Discretionary
Cambian Group Ord Shs,CMBNC.L^J18,GB00BKXNB024,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,Healthcare Facilities & Services (NEC),United Kingdom,CMBNC.L^J18,Health Care
Mediobanca Banca di Credito Finanziario SpA,MDBI.MI,IT0000062957,Financials/Banks/Banks/Diversified Banks,Banks (NEC),Italy,MDBI.MI,Financials
Engcon AB,ENGCONb.ST,SE0017769847,Industrials/Capital Goods/Machinery/Construction Machinery & Heavy Transportation Equipment,Industrial Machinery & Equipment (NEC),Sweden,ENGCONb.ST,Industrials
Estee Lauder Companies Inc,EL.N,US5184391044,Consumer Staples/Household & Personal Products/Personal Care Products/Personal Care Products,Personal Products (NEC),United States,EL.N,Consumer Staples
Dover Corp,DOV.N,US2600031080,Industrials/Capital Goods/Machinery/Industrial Machinery & Supplies & Components,Industrial Machinery & Equipment (NEC),United States,DOV.N,Industrials
AXT Inc,AXTI.OQ,US00246W1036,Information Technology/Semiconductors & Semiconductor Equipment/Semiconductors & Semiconductor Equipment/Semiconductor Materials & Equipment,Semiconductors (NEC),United States,AXTI.OQ,Information Technology
Atwood Oceanics Ord Shs,ATW.N^J17,US0500951084,Energy/Energy/Energy Equipment & Services/Oil & Gas Drilling,Oil Drilling - Offshore,United States,ATW.N^J17,Energy
CAI International Ord Shs,CAI.N^K21,US12477X1063,Industrials/Capital Goods/Trading Companies & Distributors/Trading Companies & Distributors,Industrial Equipment Rental,United States,CAI.N^K21,Industrials
Trintech Group ADR Reptg 2 Ord Shs,TTPA.OQ^A11,US8966822004,Industrials/Commercial & Professional Services/Professional Services/Research & Consulting Services,Business Support Services (NEC),,TTPA.OQ^A11,Industrials
Just Dial Ltd,JUST.NS,INE599M01018,Communication Services/Media & Entertainment/Interactive Media & Services/Interactive Media & Services,Online Services (NEC),India,JUST.NS,Communication Services
Birla Corporation Ltd,BRLC.NS,INE340A01012,Materials/Materials/Construction Materials/Construction Materials,Cement & Concrete Manufacturing,India,BRLC.NS,Materials
Bonterra Energy Corp,BNE.TO,CA0985461049,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),Canada,BNE.TO,Energy
Mitchell Services Ltd,MSV.AX,AU000000MSV6,Materials/Materials/Metals & Mining/Diversified Metals & Mining,Mining Support Services & Equipment (NEC),Australia,MSV.AX,Materials
American Water Works Co Inc,AWK.N,US0304201033,Utilities/Utilities/Water Utilities/Water Utilities,Water Supply & Irrigation Systems,United States,AWK.N,Utilities
Diamondrock Hospitality Co,DRH.N,US2527843013,Real Estate/Equity Real Estate Investment Trusts (REITs)/Hotel & Resort REITs/Hotel & Resort REITs,Hospitality REITs,United States,DRH.N,Real Estate
Abertis Infraestructuras Ord Shs,ABE.MC^H18,ES0111845014,Industrials/Transportation/Transportation Infrastructure/Highways & Railtracks,Highway Operators,Spain,ABE.MC^H18,Industrials
Allegheny Energy Ord Shs,AYE.N^B11,US0173611064,Utilities/Utilities/Electric Utilities/Electric Utilities,Electric Utilities (NEC),United States,AYE.N^B11,Utilities
SeQuent Scientific Ltd,SEQU.NS,INE807F01027,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),India,SEQU.NS,Health Care
Electrovaya Inc,ELVA.TO,CA28617B6061,Industrials/Capital Goods/Electrical Equipment/Electrical Components & Equipment,Batteries & Uninterruptable Power Supplies,Canada,ELVA.TO,Industrials
Wynn Resorts Ltd,WYNN.OQ,US9831341071,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Casinos & Gaming",Casinos,United States,WYNN.OQ,Consumer Discretionary
374Water Inc,SCWO.OQ,US88583P1049,Industrials/Capital Goods/Machinery/Industrial Machinery & Supplies & Components,Heavy Electrical Equipment (NEC),United States,SCWO.OQ,Industrials
Atna Resources Ord Shs,ATN.TO^L15,CA04957F1018,Materials/Materials/Metals & Mining/Gold,Gold Mining,United States,ATN.TO^L15,Materials
Enventis Ord Shs,ENVE.OQ^J14,US29402J1016,Communication Services/Telecommunication Services/Diversified Telecommunication Services/Integrated Telecommunication Services,Wired Telecommunications Carriers,United States,ENVE.OQ^J14,Communication Services
Enesco Group Ord Shs,ENCZQ.PK^L10,US2929731048,Consumer Discretionary/Consumer Durables & Apparel/Household Durables/Household Appliances,"Appliances, Tools & Housewares (NEC)",United States,ENCZQ.PK^L10,Consumer Discretionary
Kier Group PLC,KIE.L,GB0004915632,Industrials/Capital Goods/Construction & Engineering/Construction & Engineering,Construction & Engineering (NEC),United Kingdom,KIE.L,Industrials
Banque Saudi Fransi SJSC,1050.SE,SA0007879782,Financials/Banks/Banks/Diversified Banks,Banks (NEC),Saudi Arabia,1050.SE,Financials
Mastermyne Group Ltd,MYE.AX,AU000000MYE0,Materials/Materials/Metals & Mining/Diversified Metals & Mining,Coal Mining Support,Australia,MYE.AX,Materials
ImExHS Ltd,IME.AX,AU0000023053,Health Care/Health Care Equipment & Services/Health Care Technology/Health Care Technology,Medical Software & Technology Services,Australia,IME.AX,Health Care
Canadian Solar Inc,CSIQ.OQ,CA1366351098,Information Technology/Semiconductors & Semiconductor Equipment/Semiconductors & Semiconductor Equipment/Semiconductors,Photovoltaic Solar Systems & Equipment,Canada,CSIQ.OQ,Information Technology
Marti Technologies Inc,MRT.A,US5731341039,Industrials/Transportation/Ground Transportation/Passenger Ground Transportation,Application Software,United States,MRT.A,Industrials
LabOne Inc Common Stock,LABS.OQ^K05,US50540L1052,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,Medical & Diagnostic Laboratories,United States,LABS.OQ^K05,Health Care
Spirit MTA REIT Ord Shs,SMTA.N^A20,US84861U1051,Real Estate/Equity Real Estate Investment Trusts (REITs)/Diversified REITs/Diversified REITs,Commercial REITs (NEC),United States,SMTA.N^A20,Real Estate
Yankuang Energy Group Co Ltd,600188.SS,CNE000000WV6,"Energy/Energy/Oil, Gas & Consumable Fuels/Coal & Consumable Fuels",Coal (NEC),China (Mainland),600188.SS,Energy
Jushi Holdings Inc,JUSH.CD,CA48213Y1079,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Medical Farming,United States,JUSH.CD,Health Care
EZCORP Inc,EZPW.OQ,US3023011063,Financials/Financial Services/Consumer Finance/Consumer Finance,Consumer Lending (NEC),United States,EZPW.OQ,Financials
Plantronics Ord Shs,POLY.N^H22,US7274931085,Information Technology/Technology Hardware & Equipment/Communications Equipment/Communications Equipment,Communications & Networking (NEC),United States,POLY.N^H22,Information Technology
National Interstate Ord Shs,NATL.O^K16,US63654U1007,Financials/Insurance/Insurance/Property & Casualty Insurance,Property & Casualty Insurance (NEC),United States,NATL.O^K16,Financials
Endurance International Group Holdings Ord Shs,EIGI.OQ^B21,US29272B1052,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),United States,EIGI.OQ^B21,Information Technology
